,0
0,0.3763657212257385
1,0.5648394823074341
2,0.5227766036987305
3,0.5653392672538757
4,0.5572594404220581
5,0.6171810626983643
6,0.5815517902374268
7,0.5395223498344421
8,0.6137859225273132
9,0.5810532569885254
10,0.5615727305412292
11,0.6990440487861633
12,0.589095950126648
13,0.5792700052261353
14,0.6368002891540527
15,0.620377779006958
16,0.5956410765647888
17,0.6388492584228516
18,0.5780616998672485
19,0.5905307531356812
20,0.6048104763031006
21,0.5983645915985107
22,0.6631450057029724
23,0.5843971371650696
24,0.6455811858177185
25,0.590289831161499
26,0.6249414682388306
27,0.5914221405982971
28,0.6172150373458862
29,0.5906820893287659
30,0.6340827941894531
31,0.6000317931175232
32,0.635993242263794
33,0.6100732088088989
34,0.6326991319656372
35,0.6368108987808228
36,0.638159990310669
37,0.6068006157875061
38,0.6306896805763245
39,0.6122931241989136
40,0.6490564346313477
41,0.6521408557891846
42,0.6320998072624207
43,0.6381858587265015
44,0.6233553886413574
45,0.6650614738464355
46,0.6289399266242981
47,0.632408618927002
48,0.6186102628707886
49,0.6483532190322876
50,0.6881460547447205
51,0.641896665096283
52,0.6168104410171509
53,0.6318190693855286
54,0.6542209386825562
55,0.6390897035598755
56,0.6414629220962524
57,0.6797221899032593
58,0.6235364675521851
59,0.6392900347709656
60,0.6713990569114685
61,0.6167294383049011
62,0.6260248422622681
63,0.6315666437149048
64,0.6291828155517578
65,0.6412402391433716
66,0.6384832262992859
67,0.6192325949668884
68,0.6546539664268494
69,0.6469419002532959
70,0.6460866928100586
71,0.6110374331474304
72,0.6676748991012573
73,0.6425518989562988
74,0.6633949279785156
75,0.6755589842796326
76,0.6588998436927795
77,0.6872261762619019
78,0.7198103070259094
79,0.693472683429718
80,0.7040486931800842
81,0.6648833751678467
82,0.6476504802703857
83,0.6685012578964233
84,0.6727989315986633
85,0.6728439331054688
86,0.6805071830749512
87,0.6643960475921631
88,0.6937981247901917
89,0.682265043258667
90,0.6673282980918884
91,0.6925017833709717
92,0.6769229173660278
93,0.7131960391998291
94,0.7046273946762085
95,0.6801783442497253
96,0.7110095024108887
97,0.6825029253959656
98,0.7219929695129395
99,0.7316799163818359
100,0.6804528832435608
101,0.7048245668411255
102,0.6957243084907532
103,0.7216203212738037
104,0.7125848531723022
105,0.7295013070106506
106,0.7294861078262329
107,0.6935974359512329
108,0.7000282406806946
109,0.6701780557632446
110,0.662423849105835
111,0.720332145690918
112,0.697501540184021
113,0.6761374473571777
114,0.7024614810943604
115,0.7051349878311157
116,0.724078893661499
117,0.7286234498023987
118,0.6942006349563599
119,0.6891682744026184
120,0.7130253314971924
121,0.7208111882209778
122,0.6907036304473877
123,0.6962016820907593
124,0.6936181783676147
125,0.690872073173523
126,0.6892535090446472
127,0.690599799156189
128,0.712419331073761
129,0.6872261762619019
130,0.6919233798980713
131,0.70201575756073
132,0.7044297456741333
133,0.734896719455719
134,0.6835081577301025
135,0.6720478534698486
136,0.7427471876144409
137,0.7180079817771912
138,0.7208104133605957
139,0.6905761957168579
140,0.7707878351211548
141,0.727472186088562
142,0.711306095123291
143,0.7107222676277161
144,0.7303566932678223
145,0.7276627421379089
146,0.7560371160507202
147,0.7615554332733154
148,0.6997548937797546
149,0.7144641280174255
150,0.7256815433502197
151,0.7153235673904419
152,0.7792947292327881
153,0.7227729558944702
154,0.7243161201477051
155,0.7376710176467896
156,0.7325913310050964
157,0.7473611235618591
158,0.7192078828811646
159,0.7381078004837036
160,0.7538800239562988
161,0.7752808332443237
162,0.7720997929573059
163,0.7120881080627441
164,0.7246371507644653
165,0.746384859085083
166,0.7457514405250549
167,0.7204074263572693
168,0.7979716062545776
169,0.7374204397201538
170,0.7610888481140137
171,0.7342329621315002
172,0.7506651878356934
173,0.7123285531997681
174,0.7439028024673462
175,0.7442507147789001
176,0.7225271463394165
177,0.7187760472297668
178,0.7631632685661316
179,0.7257436513900757
180,0.7430311441421509
181,0.7280677556991577
182,0.7497361302375793
183,0.7221108675003052
184,0.7456962466239929
185,0.7526514530181885
186,0.7588270902633667
187,0.7413175702095032
188,0.5991919040679932
189,0.40611732006073
190,0.25196564197540283
191,0.2985230088233948
192,0.447532057762146
193,0.45039963722229004
194,0.5201188921928406
195,0.5189061760902405
196,0.5193957686424255
197,0.5720205307006836
198,0.5417265892028809
199,0.5413857698440552
200,0.5609670877456665
201,0.58433997631073
202,0.5434115529060364
203,0.5754261016845703
204,0.571332573890686
205,0.5945997834205627
206,0.5655887126922607
207,0.5949023365974426
208,0.5968084335327148
209,0.6110211610794067
210,0.5911796689033508
211,0.609032392501831
212,0.6222795248031616
213,0.6226871013641357
214,0.6302798390388489
215,0.6334061622619629
216,0.6165853142738342
217,0.6250654458999634
218,0.675066351890564
219,0.6403949856758118
220,0.6294020414352417
221,0.633689820766449
222,0.6106631755828857
223,0.6302196979522705
224,0.6194372177124023
225,0.6243788599967957
226,0.6307675838470459
227,0.613174557685852
228,0.6472314596176147
229,0.6439884901046753
230,0.6455650329589844
231,0.6400648951530457
232,0.6262414455413818
233,0.6444754600524902
234,0.6690874099731445
235,0.6552015542984009
236,0.6504229307174683
237,0.671008825302124
238,0.6367019414901733
239,0.6544073820114136
240,0.6751530766487122
241,0.6752434968948364
242,0.6507816314697266
243,0.6992011666297913
244,0.6418775320053101
245,0.6845265626907349
246,0.6507689952850342
247,0.6501153707504272
248,0.6782740354537964
249,0.7023055553436279
250,0.6738383769989014
251,0.6555182933807373
252,0.7201743721961975
253,0.6854820251464844
254,0.7272812128067017
255,0.7280582189559937
256,0.720130443572998
257,0.6928576827049255
258,0.714364767074585
259,0.673673689365387
260,0.6972380876541138
261,0.70216965675354
262,0.7009425163269043
263,0.6529980897903442
264,0.7138074040412903
265,0.7128778696060181
266,0.6803960204124451
267,0.6569799184799194
268,0.7026183605194092
269,0.7247484922409058
270,0.7041174173355103
271,0.6865962743759155
272,0.7075906991958618
273,0.7175536155700684
274,0.722716212272644
275,0.7255346775054932
276,0.7135604619979858
277,0.7145347595214844
278,0.7298030853271484
279,0.7460935115814209
280,0.7204762697219849
281,0.7369734048843384
282,0.7108608484268188
283,0.6985053420066833
284,0.7256494164466858
285,0.7156796455383301
286,0.7088832855224609
287,0.7028713226318359
288,0.7036682367324829
289,0.7639553546905518
290,0.7436544299125671
291,0.7218849658966064
292,0.7117948532104492
293,0.7370376586914062
294,0.7013566493988037
295,0.7411026954650879
296,0.7150291800498962
297,0.7342697381973267
298,0.7340717315673828
299,0.7163770198822021
300,0.7318331003189087
301,0.734257698059082
302,0.7215049266815186
303,0.7397669553756714
304,0.7157372832298279
305,0.7478761076927185
306,0.7076696753501892
307,0.7330611348152161
308,0.7601136565208435
309,0.7241305112838745
310,0.740991473197937
311,0.728453516960144
312,0.7322573661804199
313,0.7691127061843872
314,0.7356472015380859
315,0.7562828063964844
316,0.7544814348220825
317,0.7156219482421875
318,0.7730708122253418
319,0.7376388311386108
320,0.7595090866088867
321,0.7229500412940979
322,0.741672694683075
323,0.6883004903793335
324,0.743565559387207
325,0.7070717811584473
326,0.7563420534133911
327,0.7473071813583374
328,0.8013228178024292
329,0.7566831111907959
330,0.7370783686637878
331,0.750566840171814
332,0.7513374090194702
333,0.7204885482788086
334,0.7127909660339355
