,0
0,0.125
1,0.15625
2,0.28125
3,0.3828125
4,0.4375
5,0.4895833333333333
6,0.5357142857142857
7,0.5625
8,0.59375
9,0.625
10,0.6448863636363636
11,0.6666666666666666
12,0.6875
13,0.6986607142857143
14,0.7145833333333333
15,0.720703125
16,0.7205882352941176
17,0.7239583333333334
18,0.7236842105263158
19,0.725
20,0.7321428571428571
21,0.734375
22,0.7336956521739131
23,0.7356770833333334
24,0.74125
25,0.7427884615384616
26,0.7361111111111112
27,0.7332589285714286
28,0.7338362068965517
29,0.728125
30,0.7217741935483871
31,0.71875
32,0.709280303030303
33,0.7022058823529411
34,0.6866071428571429
35,0.6779513888888888
36,0.668918918918919
37,0.662828947368421
38,0.6514423076923077
39,0.63828125
40,0.6242378048780488
41,0.6123511904761905
42,0.6002906976744186
43,0.5901988636363636
44,0.58125
45,0.5706521739130435
46,0.5591755319148937
47,0.5514322916666666
48,0.5440051020408163
49,0.534375
50,0.5257352941176471
51,0.5168269230769231
52,0.5100235849056604
53,0.5023148148148148
54,0.4948863636363636
55,0.48604910714285715
56,0.47752192982456143
57,0.4709051724137931
58,0.4661016949152542
59,0.4630208333333333
60,0.45645491803278687
61,0.45060483870967744
62,0.4439484126984127
63,0.4384765625
64,0.43317307692307694
65,0.42803030303030304
66,0.4230410447761194
67,0.4177389705882353
68,0.41394927536231885
69,0.40982142857142856
70,0.40536971830985913
71,0.4019097222222222
72,0.3976883561643836
73,0.39442567567567566
74,0.3908333333333333
75,0.38774671052631576
76,0.3847402597402597
77,0.3818108974358974
78,0.377373417721519
79,0.37421875
80,0.3699845679012346
81,0.36623475609756095
82,0.3621987951807229
83,0.359375
84,0.35551470588235295
85,0.35319767441860467
86,0.3505747126436782
87,0.34765625
88,0.3455056179775281
89,0.34444444444444444
90,0.34203296703296704
91,0.33967391304347827
92,0.33669354838709675
93,0.3347739361702128
94,0.33157894736842103
95,0.3291015625
96,0.32635309278350516
97,0.3242984693877551
98,0.32196969696969696
99,0.3190625
100,0.31714108910891087
101,0.31556372549019607
102,0.3134101941747573
103,0.31039663461538464
104,0.3080357142857143
105,0.30571933962264153
106,0.303446261682243
107,0.30150462962962965
108,0.2998853211009174
109,0.2974431818181818
110,0.29588963963963966
111,0.29408482142857145
112,0.29314159292035397
113,0.2911184210526316
114,0.2888586956521739
115,0.28717672413793105
116,0.28552350427350426
117,0.2836334745762712
118,0.2817752100840336
119,0.2799479166666667
120,0.2784090909090909
121,0.27638319672131145
122,0.27439024390243905
123,0.27318548387096775
124,0.2715
125,0.2698412698412698
126,0.26820866141732286
127,0.26708984375
128,0.26647286821705424
129,0.26466346153846154
130,0.26383587786259544
131,0.2623106060606061
132,0.26127819548872183
133,0.259794776119403
134,0.2587962962962963
135,0.2580422794117647
136,0.2575273722627737
137,0.25679347826086957
138,0.2556205035971223
139,0.25491071428571427
140,0.2533244680851064
141,0.2524207746478873
142,0.2517482517482518
143,0.2506510416666667
144,0.24913793103448276
145,0.2485017123287671
146,0.24702380952380953
147,0.24641047297297297
148,0.24475671140939598
149,0.24333333333333335
150,0.2427566225165563
151,0.24198190789473684
152,0.2412173202614379
153,0.2398538961038961
154,0.23870967741935484
155,0.23838141025641027
156,0.2382563694267516
157,0.23714398734177214
158,0.23624213836477986
159,0.2353515625
160,0.23466614906832298
161,0.2337962962962963
162,0.23274539877300612
163,0.23266006097560976
164,0.2318181818181818
165,0.23098644578313254
166,0.22979041916167664
167,0.22879464285714285
168,0.22781065088757396
169,0.22647058823529412
170,0.22605994152046785
171,0.22529069767441862
172,0.22471098265895953
173,0.22395833333333334
174,0.22303571428571428
175,0.22194602272727273
176,0.221045197740113
177,0.2205056179775281
178,0.21997206703910616
179,0.21927083333333333
180,0.2184046961325967
181,0.21806318681318682
182,0.21738387978142076
183,0.21688179347826086
184,0.2160472972972973
185,0.21555779569892472
186,0.21457219251336898
187,0.21392952127659576
188,0.21362433862433863
189,0.21266447368421051
190,0.21204188481675393
191,0.21158854166666666
192,0.2106541450777202
193,0.21005154639175258
194,0.20961538461538462
195,0.20886479591836735
196,0.20812182741116753
197,0.2075441919191919
198,0.20681532663316582
199,0.2059375
200,0.20615671641791045
201,0.20544554455445543
202,0.20458743842364532
203,0.20389093137254902
204,0.20335365853658535
205,0.203125
206,0.20259661835748793
207,0.20192307692307693
208,0.20170454545454544
209,0.20133928571428572
210,0.20082938388625593
211,0.20032429245283018
212,0.19967723004694835
213,0.19903621495327103
214,0.19869186046511628
215,0.1980613425925926
216,0.1972926267281106
217,0.1965309633027523
218,0.1959189497716895
219,0.1955965909090909
220,0.19527714932126697
221,0.19453828828828829
222,0.19422645739910313
223,0.19391741071428573
224,0.19375
225,0.19344579646017698
226,0.1930066079295154
227,0.1924342105263158
228,0.19186681222707425
229,0.19116847826086958
230,0.19047619047619047
231,0.19019396551724138
232,0.19004828326180256
233,0.1893696581196581
234,0.18896276595744682
235,0.1886917372881356
236,0.1885548523206751
237,0.18855042016806722
238,0.18828451882845187
239,0.18841145833333334
240,0.18801867219917012
241,0.18762913223140495
242,0.1878858024691358
243,0.1875
244,0.1875
245,0.1872459349593496
246,0.18699392712550608
247,0.1866179435483871
248,0.1861194779116466
249,0.185875
250,0.1852589641434263
251,0.1847718253968254
252,0.18478260869565216
253,0.1844242125984252
254,0.1840686274509804
255,0.18359375
256,0.1834873540856031
257,0.18289728682170542
258,0.1825530888030888
259,0.18197115384615384
260,0.1817528735632184
261,0.18153625954198474
262,0.18108365019011408
263,0.18051609848484848
264,0.1803066037735849
265,0.18009868421052633
266,0.18012640449438203
267,0.17980410447761194
268,0.17971654275092938
269,0.1795138888888889
270,0.17931273062730627
271,0.17911305147058823
272,0.17868589743589744
273,0.17826186131386862
274,0.17795454545454545
275,0.1777626811594203
276,0.17712093862815884
277,0.17682104316546762
278,0.17652329749103943
279,0.17633928571428573
280,0.17604537366548043
281,0.17575354609929078
282,0.17535335689045936
283,0.17517605633802816
284,0.17489035087719298
285,0.1747159090909091
286,0.17421602787456447
287,0.17415364583333334
288,0.1740916955017301
289,0.1738146551724138
290,0.17353951890034364
291,0.1734803082191781
292,0.1728882252559727
293,0.17283163265306123
294,0.17298728813559322
295,0.17261402027027026
296,0.172243265993266
297,0.17197986577181207
298,0.17161371237458195
299,0.17145833333333332
300,0.17109634551495018
301,0.17073675496688742
302,0.17068894389438943
303,0.17023026315789475
304,0.17008196721311475
305,0.16993464052287582
306,0.16958469055374592
307,0.169237012987013
308,0.16879045307443366
309,0.1686491935483871
310,0.16820739549839228
311,0.16806891025641027
312,0.1678314696485623
313,0.1675955414012739
314,0.16726190476190475
315,0.16693037974683544
316,0.16699526813880125
317,0.1665683962264151
318,0.1662421630094044
319,0.16572265625
320,0.16549844236760125
321,0.16517857142857142
322,0.16495743034055727
323,0.1646412037037037
324,0.16442307692307692
325,0.16411042944785276
326,0.16399082568807338
327,0.1636814024390244
328,0.16356382978723405
329,0.1634469696969697
330,0.16323640483383686
331,0.16312123493975902
332,0.16281906906906907
333,0.1629865269461078
334,0.1628731343283582
335,0.1624813988095238
336,0.1620919881305638
337,0.16188979289940827
338,0.16178097345132744
339,0.1619485294117647
340,0.16184017595307917
341,0.1615497076023392
342,0.16135204081632654
343,0.16124636627906977
344,0.161231884057971
345,0.16094653179190752
346,0.16084293948126802
347,0.16056034482758622
348,0.16018982808022922
349,0.15982142857142856
350,0.1594551282051282
351,0.1590909090909091
352,0.1589058073654391
353,0.15889830508474576
354,0.15889084507042253
355,0.15870786516853932
356,0.15870098039215685
357,0.15869413407821228
358,0.15825208913649025
359,0.15824652777777778
360,0.15815443213296398
361,0.15797651933701656
362,0.15788567493112948
363,0.15779532967032966
364,0.15787671232876713
365,0.15753073770491804
366,0.15752724795640327
367,0.15726902173913043
368,0.15709688346883469
369,0.15717905405405405
370,0.15683962264150944
371,0.15667002688172044
372,0.1564175603217158
373,0.15616644385026737
374,0.15609408602150537
